original_row_index,generated_version,item_number,list_item,Full verb phrase,Causality,NP1,verb,NP2,because,pronoun,präposition,adjective + verb,and,NP final,verb final,Generated-Sentence,np2_replacement_status,NP1 - male,NP1 - female,NP2 - male,NP2 - female,verb_bias,Unnamed: 7,Unnamed: 18,Ferstl_verb_eng,Ferstl_sem_cat,Ferstl_eng_verb_length,Ferstl_eng_verb_freq,Ferstl_val,Ferstl_IVC,verb_bias.1,new verb,old verb,german_verb_freq,german_verb_length,Unnamed: 30,Previous-Sentences (04/2026),adj,german_adj_freq,german_adj_length,Susanne_avgRating_Score,Susanne_avgRating_Score.1,20_Best_Verbs,adj_amb,verb_changed,verb_change_log,adjective_changed,adjective_change_log,preposition_changed,preposition_change_log,und_changed,und_change_log
206,both_female,3,2,störte,NP1-Causality,Eva,störte,"Katharina,",weil,sie,am späten Nachmittag,laut war,und,das Meeting,unterbrach,"Eva störte Katharina, weil sie am späten Nachmittag laut war und das Meeting unterbrach.",ok_prefix_keep_particle_or_punctuation,Peter,Eva,Sebastian,Katharina,NP1,,,annoyed,StimExp,7.0,268.0,-2.0,79,NP1,störte,störte,2.33,6.0,,"Der Bär störte die Löwin, weil er am späten Nachmittag aggressiv war und das Knurren ausstieß.",aggressiv,19.09,9.0,87.5,87.5,optimal,nonamb,False,,True,aggressiv war -> laut war,False,,True,Knurren von sich gab -> das Meeting unterbrach
206,swapped,4,2,störte,NP1-Causality,Eva,störte,"Sebastian,",weil,sie,am späten Nachmittag,laut war,und,das Meeting,unterbrach,"Eva störte Sebastian, weil sie am späten Nachmittag laut war und das Meeting unterbrach.",ok_prefix_keep_particle_or_punctuation,Peter,Eva,Sebastian,Katharina,NP1,,,annoyed,StimExp,7.0,268.0,-2.0,79,NP1,störte,störte,2.33,6.0,,"Der Bär störte die Löwin, weil er am späten Nachmittag aggressiv war und das Knurren ausstieß.",aggressiv,19.09,9.0,87.5,87.5,optimal,nonamb,False,,True,aggressiv war -> laut war,False,,True,Knurren von sich gab -> das Meeting unterbrach
207,original,5,2,störte,NP2-Causality,Peter,störte,"Katharina,",weil,sie,am späten Nachmittag,gestresst war,und,die Nerven,verlor,"Peter störte Katharina, weil sie am späten Nachmittag gestresst war und die Nerven verlor.",ok_prefix_keep_particle_or_punctuation,Peter,Eva,Sebastian,Katharina,NP1,,,annoyed,StimExp,7.0,268.0,-2.0,79,NP1,störte,störte,2.33,6.0,,"Der Bär störte die Löwin, weil sie am späten Nachmittag erschöpft war und Zittern musste.",erschöpft,10.12,9.0,87.5,87.5,optimal,nonamb,False,,True,erschöpft war -> gestresst war,False,,True,Zittern musste -> die Nerven verlor
207,both_male,6,2,störte,NP2-Causality,Peter,störte,"Sebastian,",weil,er,am späten Nachmittag,gestresst war,und,die Nerven,verlor,"Peter störte Sebastian, weil er am späten Nachmittag gestresst war und die Nerven verlor.",ok_prefix_keep_particle_or_punctuation,Peter,Eva,Sebastian,Katharina,NP1,,,annoyed,StimExp,7.0,268.0,-2.0,79,NP1,störte,störte,2.33,6.0,,"Der Bär störte die Löwin, weil sie am späten Nachmittag erschöpft war und Zittern musste.",erschöpft,10.12,9.0,87.5,87.5,optimal,nonamb,False,,True,erschöpft war -> gestresst war,False,,True,Zittern musste -> die Nerven verlor
207,both_female,7,2,störte,NP2-Causality,Eva,störte,"Katharina,",weil,sie,am späten Nachmittag,gestresst war,und,die Nerven,verlor,"Eva störte Katharina, weil sie am späten Nachmittag gestresst war und die Nerven verlor.",ok_prefix_keep_particle_or_punctuation,Peter,Eva,Sebastian,Katharina,NP1,,,annoyed,StimExp,7.0,268.0,-2.0,79,NP1,störte,störte,2.33,6.0,,"Der Bär störte die Löwin, weil sie am späten Nachmittag erschöpft war und Zittern musste.",erschöpft,10.12,9.0,87.5,87.5,optimal,nonamb,False,,True,erschöpft war -> gestresst war,False,,True,Zittern musste -> die Nerven verlor
207,swapped,8,2,störte,NP2-Causality,Eva,störte,"Sebastian,",weil,er,am späten Nachmittag,gestresst war,und,die Nerven,verlor,"Eva störte Sebastian, weil er am späten Nachmittag gestresst war und die Nerven verlor.",ok_prefix_keep_particle_or_punctuation,Peter,Eva,Sebastian,Katharina,NP1,,,annoyed,StimExp,7.0,268.0,-2.0,79,NP1,störte,störte,2.33,6.0,,"Der Bär störte die Löwin, weil sie am späten Nachmittag erschöpft war und Zittern musste.",erschöpft,10.12,9.0,87.5,87.5,optimal,nonamb,False,,True,erschöpft war -> gestresst war,False,,True,Zittern musste -> die Nerven verlor
222,original,1,3,ärgerte,NP1-Causality,Michael,ärgerte,"Barbara,",weil,er,um die Mittagszeit,frech war,und,einen Witz,machte,"Michael ärgerte Barbara, weil er um die Mittagszeit frech war und einen Witz machte.",ok_prefix_keep_particle_or_punctuation,Michael,Nina,Stefan,Barbara,NP1,,,angered,StimExp,7.0,11.0,-2.46,85,NP1,ärgerte,ärgerte,1.41,7.0,,"Der Schäferhund ärgerte die Besitzerin, weil er um die Mittagszeit unüberhörbar war und das Scharren erzeugte.",unüberhörbar,0.94,12.0,56.25,56.25,suboptimal,nonamb,False,,True,aggressiv war -> frech war,False,,True,Kratzer hinterließ -> einen Witz machte
222,both_male,2,3,ärgerte,NP1-Causality,Michael,ärgerte,"Stefan,",weil,er,um die Mittagszeit,frech war,und,einen Witz,machte,"Michael ärgerte Stefan, weil er um die Mittagszeit frech war und einen Witz machte.",ok_prefix_keep_particle_or_punctuation,Michael,Nina,Stefan,Barbara,NP1,,,angered,StimExp,7.0,11.0,-2.46,85,NP1,ärgerte,ärgerte,1.41,7.0,,"Der Schäferhund ärgerte die Besitzerin, weil er um die Mittagszeit unüberhörbar war und das Scharren erzeugte.",unüberhörbar,0.94,12.0,56.25,56.25,suboptimal,nonamb,False,,True,aggressiv war -> frech war,False,,True,Kratzer hinterließ -> einen Witz machte
222,both_female,3,3,ärgerte,NP1-Causality,Nina,ärgerte,"Barbara,",weil,sie,um die Mittagszeit,frech war,und,einen Witz,machte,"Nina ärgerte Barbara, weil sie um die Mittagszeit frech war und einen Witz machte.",ok_prefix_keep_particle_or_punctuation,Michael,Nina,Stefan,Barbara,NP1,,,angered,StimExp,7.0,11.0,-2.46,85,NP1,ärgerte,ärgerte,1.41,7.0,,"Der Schäferhund ärgerte die Besitzerin, weil er um die Mittagszeit unüberhörbar war und das Scharren erzeugte.",unüberhörbar,0.94,12.0,56.25,56.25,suboptimal,nonamb,False,,True,aggressiv war -> frech war,False,,True,Kratzer hinterließ -> einen Witz machte
222,swapped,4,3,ärgerte,NP1-Causality,Nina,ärgerte,"Stefan,",weil,sie,um die Mittagszeit,frech war,und,einen Witz,machte,"Nina ärgerte Stefan, weil sie um die Mittagszeit frech war und einen Witz machte.",ok_prefix_keep_particle_or_punctuation,Michael,Nina,Stefan,Barbara,NP1,,,angered,StimExp,7.0,11.0,-2.46,85,NP1,ärgerte,ärgerte,1.41,7.0,,"Der Schäferhund ärgerte die Besitzerin, weil er um die Mittagszeit unüberhörbar war und das Scharren erzeugte.",unüberhörbar,0.94,12.0,56.25,56.25,suboptimal,nonamb,False,,True,aggressiv war -> frech war,False,,True,Kratzer hinterließ -> einen Witz machte
223,original,5,3,ärgerte,NP2-Causality,Michael,ärgerte,"Barbara,",weil,sie,um die Mittagszeit,gereizt war,und,das Gespräch,verweigerte,"Michael ärgerte Barbara, weil sie um die Mittagszeit gereizt war und das Gespräch verweigerte.",ok_prefix_keep_particle_or_punctuation,Michael,Nina,Stefan,Barbara,NP1,,,angered,StimExp,7.0,11.0,-2.46,85,NP1,ärgerte,ärgerte,1.41,7.0,,"Der Schäferhund ärgerte die Besitzerin, weil sie um die Mittagszeit überdrüssig war und Müdigkeit empfand.",überdrüssig,0.92,11.0,56.25,56.25,suboptimal,nonamb,False,,True,überdrüssig war -> gereizt war,False,,True,Müdigkeit empfand -> das Gespräch verweigerte
223,both_male,6,3,ärgerte,NP2-Causality,Michael,ärgerte,"Stefan,",weil,er,um die Mittagszeit,gereizt war,und,das Gespräch,verweigerte,"Michael ärgerte Stefan, weil er um die Mittagszeit gereizt war und das Gespräch verweigerte.",ok_prefix_keep_particle_or_punctuation,Michael,Nina,Stefan,Barbara,NP1,,,angered,StimExp,7.0,11.0,-2.46,85,NP1,ärgerte,ärgerte,1.41,7.0,,"Der Schäferhund ärgerte die Besitzerin, weil sie um die Mittagszeit überdrüssig war und Müdigkeit empfand.",überdrüssig,0.92,11.0,56.25,56.25,suboptimal,nonamb,False,,True,überdrüssig war -> gereizt war,False,,True,Müdigkeit empfand -> das Gespräch verweigerte
223,both_female,7,3,ärgerte,NP2-Causality,Nina,ärgerte,"Barbara,",weil,sie,um die Mittagszeit,gereizt war,und,das Gespräch,verweigerte,"Nina ärgerte Barbara, weil sie um die Mittagszeit gereizt war und das Gespräch verweigerte.",ok_prefix_keep_particle_or_punctuation,Michael,Nina,Stefan,Barbara,NP1,,,angered,StimExp,7.0,11.0,-2.46,85,NP1,ärgerte,ärgerte,1.41,7.0,,"Der Schäferhund ärgerte die Besitzerin, weil sie um die Mittagszeit überdrüssig war und Müdigkeit empfand.",überdrüssig,0.92,11.0,56.25,56.25,suboptimal,nonamb,False,,True,überdrüssig war -> gereizt war,False,,True,Müdigkeit empfand -> das Gespräch verweigerte
223,swapped,8,3,ärgerte,NP2-Causality,Nina,ärgerte,"Stefan,",weil,er,um die Mittagszeit,gereizt war,und,das Gespräch,verweigerte,"Nina ärgerte Stefan, weil er um die Mittagszeit gereizt war und das Gespräch verweigerte.",ok_prefix_keep_particle_or_punctuation,Michael,Nina,Stefan,Barbara,NP1,,,angered,StimExp,7.0,11.0,-2.46,85,NP1,ärgerte,ärgerte,1.41,7.0,,"Der Schäferhund ärgerte die Besitzerin, weil sie um die Mittagszeit überdrüssig war und Müdigkeit empfand.",überdrüssig,0.92,11.0,56.25,56.25,suboptimal,nonamb,False,,True,überdrüssig war -> gereizt war,False,,True,Müdigkeit empfand -> das Gespräch verweigerte
208,original,1,4,verärgerte,NP1-Causality,Martin,verärgerte,"Birgit,",weil,er,am frühen Abend,aufdringlich war,und,die Grenze,überschritt,"Martin verärgerte Birgit, weil er am frühen Abend aufdringlich war und die Grenze überschritt.",ok_prefix_keep_particle_or_punctuation,Martin,Renate,Tobias,Birgit,NP1,,,antagonized,StimExp,11.0,1.0,-1.36,80,NP1,verärgerte,verärgerte,0.37,10.0,,"Der Schaffner verärgerte die Reisende, weil er am frühen Abend aufdringlich war und die Hartnäckigkeit zeigte. ",aufdringlich,3.73,12.0,56.25,56.25,suboptimal,nonamb,False,,False,,False,,True,Hartnäckigkeit zeigte -> die Grenze überschritt
208,both_male,2,4,verärgerte,NP1-Causality,Martin,verärgerte,"Tobias,",weil,er,am frühen Abend,aufdringlich war,und,die Grenze,überschritt,"Martin verärgerte Tobias, weil er am frühen Abend aufdringlich war und die Grenze überschritt.",ok_prefix_keep_particle_or_punctuation,Martin,Renate,Tobias,Birgit,NP1,,,antagonized,StimExp,11.0,1.0,-1.36,80,NP1,verärgerte,verärgerte,0.37,10.0,,"Der Schaffner verärgerte die Reisende, weil er am frühen Abend aufdringlich war und die Hartnäckigkeit zeigte. ",aufdringlich,3.73,12.0,56.25,56.25,suboptimal,nonamb,False,,False,,False,,True,Hartnäckigkeit zeigte -> die Grenze überschritt
208,both_female,3,4,verärgerte,NP1-Causality,Renate,verärgerte,"Birgit,",weil,sie,am frühen Abend,aufdringlich war,und,die Grenze,überschritt,"Renate verärgerte Birgit, weil sie am frühen Abend aufdringlich war und die Grenze überschritt.",ok_prefix_keep_particle_or_punctuation,Martin,Renate,Tobias,Birgit,NP1,,,antagonized,StimExp,11.0,1.0,-1.36,80,NP1,verärgerte,verärgerte,0.37,10.0,,"Der Schaffner verärgerte die Reisende, weil er am frühen Abend aufdringlich war und die Hartnäckigkeit zeigte. ",aufdringlich,3.73,12.0,56.25,56.25,suboptimal,nonamb,False,,False,,False,,True,Hartnäckigkeit zeigte -> die Grenze überschritt
208,swapped,4,4,verärgerte,NP1-Causality,Renate,verärgerte,"Tobias,",weil,sie,am frühen Abend,aufdringlich war,und,die Grenze,überschritt,"Renate verärgerte Tobias, weil sie am frühen Abend aufdringlich war und die Grenze überschritt.",ok_prefix_keep_particle_or_punctuation,Martin,Renate,Tobias,Birgit,NP1,,,antagonized,StimExp,11.0,1.0,-1.36,80,NP1,verärgerte,verärgerte,0.37,10.0,,"Der Schaffner verärgerte die Reisende, weil er am frühen Abend aufdringlich war und die Hartnäckigkeit zeigte. ",aufdringlich,3.73,12.0,56.25,56.25,suboptimal,nonamb,False,,False,,False,,True,Hartnäckigkeit zeigte -> die Grenze überschritt
209,original,5,4,verärgerte,NP2-Causality,Martin,verärgerte,"Birgit,",weil,sie,am frühen Abend,sensibel war,und,jedes Wort ernst,nahm,"Martin verärgerte Birgit, weil sie am frühen Abend sensibel war und jedes Wort ernst nahm.",ok_prefix_keep_particle_or_punctuation,Martin,Renate,Tobias,Birgit,NP1,,,antagonized,StimExp,11.0,1.0,-1.36,80,NP1,verärgerte,verärgerte,0.37,10.0,,"Der Schaffner verärgerte die Reisende,  weil sie am frühen Abend sensibel war und das Gefühl wahrnahm. ",sensibel,13.76,8.0,56.25,56.25,suboptimal,nonamb,False,,False,,False,,True,einen Angriff wahrnahm -> jedes Wort ernst nahm
209,both_male,6,4,verärgerte,NP2-Causality,Martin,verärgerte,"Tobias,",weil,er,am frühen Abend,sensibel war,und,jedes Wort ernst,nahm,"Martin verärgerte Tobias, weil er am frühen Abend sensibel war und jedes Wort ernst nahm.",ok_prefix_keep_particle_or_punctuation,Martin,Renate,Tobias,Birgit,NP1,,,antagonized,StimExp,11.0,1.0,-1.36,80,NP1,verärgerte,verärgerte,0.37,10.0,,"Der Schaffner verärgerte die Reisende,  weil sie am frühen Abend sensibel war und das Gefühl wahrnahm. ",sensibel,13.76,8.0,56.25,56.25,suboptimal,nonamb,False,,False,,False,,True,einen Angriff wahrnahm -> jedes Wort ernst nahm
209,both_female,7,4,verärgerte,NP2-Causality,Renate,verärgerte,"Birgit,",weil,sie,am frühen Abend,sensibel war,und,jedes Wort ernst,nahm,"Renate verärgerte Birgit, weil sie am frühen Abend sensibel war und jedes Wort ernst nahm.",ok_prefix_keep_particle_or_punctuation,Martin,Renate,Tobias,Birgit,NP1,,,antagonized,StimExp,11.0,1.0,-1.36,80,NP1,verärgerte,verärgerte,0.37,10.0,,"Der Schaffner verärgerte die Reisende,  weil sie am frühen Abend sensibel war und das Gefühl wahrnahm. ",sensibel,13.76,8.0,56.25,56.25,suboptimal,nonamb,False,,False,,False,,True,einen Angriff wahrnahm -> jedes Wort ernst nahm
209,swapped,8,4,verärgerte,NP2-Causality,Renate,verärgerte,"Tobias,",weil,er,am frühen Abend,sensibel war,und,jedes Wort ernst,nahm,"Renate verärgerte Tobias, weil er am frühen Abend sensibel war und jedes Wort ernst nahm.",ok_prefix_keep_particle_or_punctuation,Martin,Renate,Tobias,Birgit,NP1,,,antagonized,StimExp,11.0,1.0,-1.36,80,NP1,verärgerte,verärgerte,0.37,10.0,,"Der Schaffner verärgerte die Reisende,  weil sie am frühen Abend sensibel war und das Gefühl wahrnahm. ",sensibel,13.76,8.0,56.25,56.25,suboptimal,nonamb,False,,False,,False,,True,einen Angriff wahrnahm -> jedes Wort ernst nahm
10,original,1,5,bewunderte,NP1-Causality,Paul,bewunderte,"Petra,",weil,er,von Anfang an,beeindruckt war,und,das Talent,lobte,"Paul bewunderte Petra, weil er von Anfang an beeindruckt war und das Talent lobte.",ok_prefix_keep_particle_or_punctuation,Paul,Maria,Florian,Petra,NP2,,,admired,ExpStim,7.0,74.0,2.0,-92,NP2,bewunderte,bewunderte,1.17,10.0,,"Der Liebhaber bewunderte die Komponistin, weil er von Anfang an verzaubert war und die Musik genoss.",überzeugt,41.42,9.0,50.0,50.0,suboptimal,nonamb,False,,True,verzaubert war -> beeindruckt war,False,,True,die Musik genoss -> das Talent lobte
10,both_male,2,5,bewunderte,NP1-Causality,Paul,bewunderte,"Florian,",weil,er,von Anfang an,beeindruckt war,und,das Talent,lobte,"Paul bewunderte Florian, weil er von Anfang an beeindruckt war und das Talent lobte.",ok_prefix_keep_particle_or_punctuation,Paul,Maria,Florian,Petra,NP2,,,admired,ExpStim,7.0,74.0,2.0,-92,NP2,bewunderte,bewunderte,1.17,10.0,,"Der Liebhaber bewunderte die Komponistin, weil er von Anfang an verzaubert war und die Musik genoss.",überzeugt,41.42,9.0,50.0,50.0,suboptimal,nonamb,False,,True,verzaubert war -> beeindruckt war,False,,True,die Musik genoss -> das Talent lobte
10,both_female,3,5,bewunderte,NP1-Causality,Maria,bewunderte,"Petra,",weil,sie,von Anfang an,beeindruckt war,und,das Talent,lobte,"Maria bewunderte Petra, weil sie von Anfang an beeindruckt war und das Talent lobte.",ok_prefix_keep_particle_or_punctuation,Paul,Maria,Florian,Petra,NP2,,,admired,ExpStim,7.0,74.0,2.0,-92,NP2,bewunderte,bewunderte,1.17,10.0,,"Der Liebhaber bewunderte die Komponistin, weil er von Anfang an verzaubert war und die Musik genoss.",überzeugt,41.42,9.0,50.0,50.0,suboptimal,nonamb,False,,True,verzaubert war -> beeindruckt war,False,,True,die Musik genoss -> das Talent lobte
10,swapped,4,5,bewunderte,NP1-Causality,Maria,bewunderte,"Florian,",weil,sie,von Anfang an,beeindruckt war,und,das Talent,lobte,"Maria bewunderte Florian, weil sie von Anfang an beeindruckt war und das Talent lobte.",ok_prefix_keep_particle_or_punctuation,Paul,Maria,Florian,Petra,NP2,,,admired,ExpStim,7.0,74.0,2.0,-92,NP2,bewunderte,bewunderte,1.17,10.0,,"Der Liebhaber bewunderte die Komponistin, weil er von Anfang an verzaubert war und die Musik genoss.",überzeugt,41.42,9.0,50.0,50.0,suboptimal,nonamb,False,,True,verzaubert war -> beeindruckt war,False,,True,die Musik genoss -> das Talent lobte
11,original,5,5,bewunderte,NP2-Causality,Paul,bewunderte,"Petra,",weil,sie,von Anfang an,talentiert war,und,die Preise,gewann,"Paul bewunderte Petra, weil sie von Anfang an talentiert war und die Preise gewann.",ok_prefix_keep_particle_or_punctuation,Paul,Maria,Florian,Petra,NP2,,,admired,ExpStim,7.0,74.0,2.0,-92,NP2,bewunderte,bewunderte,1.17,10.0,,"Der Liebhaber bewunderte die Komponistin, weil sie von Anfang an talentiert war und Meisterwerke verfasste.",talentiert,2.73,10.0,50.0,50.0,suboptimal,nonamb,False,,False,,False,,True,Meisterwerke verfasste -> die Preise gewann
11,both_male,6,5,bewunderte,NP2-Causality,Paul,bewunderte,"Florian,",weil,er,von Anfang an,talentiert war,und,die Preise,gewann,"Paul bewunderte Florian, weil er von Anfang an talentiert war und die Preise gewann.",ok_prefix_keep_particle_or_punctuation,Paul,Maria,Florian,Petra,NP2,,,admired,ExpStim,7.0,74.0,2.0,-92,NP2,bewunderte,bewunderte,1.17,10.0,,"Der Liebhaber bewunderte die Komponistin, weil sie von Anfang an talentiert war und Meisterwerke verfasste.",talentiert,2.73,10.0,50.0,50.0,suboptimal,nonamb,False,,False,,False,,True,Meisterwerke verfasste -> die Preise gewann
11,both_female,7,5,bewunderte,NP2-Causality,Maria,bewunderte,"Petra,",weil,sie,von Anfang an,talentiert war,und,die Preise,gewann,"Maria bewunderte Petra, weil sie von Anfang an talentiert war und die Preise gewann.",ok_prefix_keep_particle_or_punctuation,Paul,Maria,Florian,Petra,NP2,,,admired,ExpStim,7.0,74.0,2.0,-92,NP2,bewunderte,bewunderte,1.17,10.0,,"Der Liebhaber bewunderte die Komponistin, weil sie von Anfang an talentiert war und Meisterwerke verfasste.",talentiert,2.73,10.0,50.0,50.0,suboptimal,nonamb,False,,False,,False,,True,Meisterwerke verfasste -> die Preise gewann
